"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Robert Jr., Luis","673357","NA","8","Center Fielder","496","0","0","0","0","0","496","0","0","496","94.4",,,,,,"86.8",,,"86.8","86.8"
"Meyers, Jake","676694","NA","8","Center Fielder","271","0","0","0","0","3","268","0","0","271","97.6",,,,,,"86.1",,,"86","86"
"McCormick, Chas","676801","NA","8","Center Fielder","339","0","0","0","0","134","167","38","0","339","90.1",,,,,"83.7","85.4",,,"85","85"
"Rodríguez, Julio","677594","NA","8","Center Fielder","450","0","0","0","0","0","450","0","0","450","99.7",,,,,,"91.6",,,"91.6","91.6"
"Abreu, Wilyer","677800","NA","8","Center Fielder","66","0","0","0","0","28","36","2","0","66","98.9",,,,,,,,,"94.7","94.7"
"Thomas, Alek","677950","NA","8","Center Fielder","344","0","0","0","0","0","344","0","0","344","93.6",,,,,,"85.3",,,"85.3","85.3"
"Meadows, Parker","678009","NA","8","Center Fielder","106","0","0","0","0","0","106","0","0","106","97.6",,,,,,"89.3",,,"89.3","89.3"
"Rojas, Johan","679032","NA","8","Center Fielder","143","0","0","0","0","0","143","0","0","143","99.5",,,,,,"92.7",,,"92.7","92.7"
"Duran, Jarren","680776","NA","8","Center Fielder","250","0","0","0","0","49","201","0","0","250","91.7",,,,,,"86.8",,,"86.6","86.6"
"Cowser, Colton","681297","NA","8","Center Fielder","65","0","0","0","0","13","35","17","0","65","99.5",,,,,,,,,"91.9","91.9"
"Outman, James","681546","NA","8","Center Fielder","399","0","0","0","0","35","362","2","0","399","99",,,,,,"88.6",,,"89","89"
"Matos, Luis","682641","NA","8","Center Fielder","191","0","0","0","0","20","139","32","0","191","98.3",,,,,,"90.5",,,"90.7","90.7"
"Greene, Riley","682985","NA","8","Center Fielder","247","0","0","0","0","7","224","16","0","247","92.2",,,,,,"86.6",,,"86.3","86.3"
"Frelick, Sal","686217","NA","8","Center Fielder","139","0","0","0","0","0","62","77","0","139","97.2",,,,,,"90.1","90.5",,"90.8","90.8"
"Doyle, Brenton","686668","NA","8","Center Fielder","504","0","0","0","0","0","504","0","0","504","105.7",,,,,,"96.1",,,"96.1","96.1"
"Wiemer, Joey","686894","NA","8","Center Fielder","434","0","0","0","0","1","396","37","0","434","97.8",,,,,,"89.3",,,"89.3","89.3"
"Young, Jacob","696285","NA","8","Center Fielder","130","0","0","0","0","0","130","0","0","130","93.4",,,,,,"87.3",,,"87.3","87.3"
"Marte, Starling","516782","NA","9","Right Fielder","223","0","0","0","0","0","4","219","0","223","95.4",,,,,,,"91.6",,"91.5","91.5"
"Heyward, Jason","518792","NA","9","Right Fielder","246","3","0","0","0","6","52","185","0","243","98.2",,,,,,"85.9","91.6",,"90.7","90.7"
"García, Avisaíl","541645","NA","9","Right Fielder","69","0","0","0","0","14","3","52","0","69","92.7",,,,,,,"88",,"90.1","90.1"
"Springer, George","543807","NA","9","Right Fielder","362","0","0","0","0","0","1","361","0","362","96.8",,,,,,,"87.6",,"87.6","87.6"
"Myers, Wil","571976","NA","9","Right Fielder","111","27","0","0","0","0","0","84","0","84","89.6",,,,,,,"85.8",,"85.8","85.8"
"Bryant, Kris","592178","NA","9","Right Fielder","188","24","0","0","0","0","0","164","0","164","91.8",,,,,,,"87.2",,"87.2","87.2"
"Castellanos, Nick","592206","NA","9","Right Fielder","345","0","0","0","0","0","0","345","0","345","89.3",,,,,,,"83.5",,"83.5","83.5"
"Judge, Aaron","592450","NA","9","Right Fielder","187","0","0","0","0","0","42","145","0","187","96.4",,,,,,,"90.3",,"90.4","90.4"
"Renfroe, Hunter","592669","NA","9","Right Fielder","375","14","0","0","0","0","0","361","0","361","98.5",,,,,,,"91.7",,"91.7","91.7"
"Kepler, Max","596146","NA","9","Right Fielder","362","0","0","0","0","0","0","362","0","362","92.7",,,,,,,"86.9",,"86.9","86.9"
"Betts, Mookie","605141","NA","9","Right Fielder","503","0","256","0","52","0","0","195","308","195","97.2",,"79.3",,,,,"88.1","79.7","88.1","88.1"
"Tapia, Raimel","606132","NA","9","Right Fielder","126","0","0","0","0","44","14","68","0","126","91",,,,,,,"85",,"85.9","85.9"
"Hernández, Teoscar","606192","NA","9","Right Fielder","420","0","0","0","0","0","0","420","0","420","96.1",,,,,,,"89.1",,"89.1","89.1"
"Andujar, Miguel","609280","NA","9","Right Fielder","51","0","0","0","0","2","0","49","0","51","94.9",,,,,,,,,"92","92"
"Cordero, Franchy","614173","NA","9","Right Fielder","60","0","0","0","0","13","0","47","0","60","90.1",,,,,,,,,"86.4","86.4"
"Taylor, Tyrone","621438","NA","9","Right Fielder","198","0","0","0","0","41","21","136","0","198","94.4",,,,,,,"90.5",,"90.4","90.4"
"Stewart, DJ","621466","NA","9","Right Fielder","129","0","0","0","0","6","0","123","0","129","91",,,,,,,"87.8",,"87.8","87.8"
"Santander, Anthony","623993","NA","9","Right Fielder","289","36","0","0","0","6","0","247","0","253","91.2",,,,,,,"86.8",,"86.7","86.7"
"Conforto, Michael","624424","NA","9","Right Fielder","297","0","0","0","0","36","0","261","0","297","91.2",,,,,,,"87.5",,"87.2","87.2"
"Bauers, Jake","641343","NA","9","Right Fielder","186","57","0","0","0","55","0","74","0","129","90.9",,,,,"85.4",,"89",,"87.9","87.9"
"Fraley, Jake","641584","NA","9","Right Fielder","182","0","0","0","0","62","0","120","0","182","92.9",,,,,"87.3",,"90",,"89.1","89.1"
"Palacios, Joshua","641943","NA","9","Right Fielder","166","0","0","0","0","43","20","103","0","166","94.3",,,,,,,"89.3",,"90.8","90.8"
"Thomas, Lane","657041","NA","9","Right Fielder","523","0","0","0","0","0","20","503","0","523","101.6",,,,,,,"93.2",,"93.4","93.4"
"Verdugo, Alex","657077","NA","9","Right Fielder","433","0","0","0","0","0","0","433","0","433","98.1",,,,,,,"92.8",,"92.8","92.8"
"Laureano, Ramón","657656","NA","9","Right Fielder","279","0","0","0","0","0","57","222","0","279","95.5",,,,,,"91.2","90.7",,"90.9","90.9"
"Sheets, Gavin","657757","NA","9","Right Fielder","251","76","0","0","0","13","0","162","0","175","90.8",,,,,,,"87.4",,"87.4","87.4"
"Acuña Jr., Ronald","660670","NA","9","Right Fielder","460","0","0","0","0","0","0","460","0","460","104.1",,,,,,,"95.7",,"95.7","95.7"
"Gonzalez, Oscar","660757","NA","9","Right Fielder","91","0","0","0","0","10","0","81","0","91","99",,,,,,,"94.1",,"94.5","94.5"
"Sánchez, Jesús","660821","NA","9","Right Fielder","285","0","0","0","0","20","18","247","0","285","96.2",,,,,,,"90.9",,"91","91"
"Perkins, Blake","663368","NA","9","Right Fielder","129","0","0","0","0","23","46","60","0","129","95.9",,,,,,,"92.8",,"91.9","91.9"
"Tucker, Kyle","663656","NA","9","Right Fielder","466","0","0","0","0","0","0","466","0","466","92.3",,,,,,,"87.4",,"87.4","87.4"
"Vierling, Matt","663837","NA","9","Right Fielder","409","0","0","93","0","72","78","166","93","316","96.6",,,"86.4",,"87.8","85.7","89.6","86.4","88.5","88.5"
"Brown, Seth","664913","NA","9","Right Fielder","281","49","0","0","0","78","0","154","0","232","86.9",,,,,"81.9",,"82.3",,"82.2","82.2"
"McCarthy, Jake","664983","NA","9","Right Fielder","255","0","0","0","0","0","57","198","0","255","87.1",,,,,,"80.8","80",,"80.2","80.2"
"Tatis Jr., Fernando","665487","NA","9","Right Fielder","290","0","1","0","0","0","3","286","1","289","102.1",,,,,,,"96.7",,"96.7","96.7"
"Lowe, Josh","666139","NA","9","Right Fielder","283","0","0","0","0","5","30","248","0","283","95",,,,,,,"86.9",,"86.6","86.6"
"Benson, Will","666181","NA","9","Right Fielder","210","0","0","0","0","103","8","99","0","210","94.4",,,,,"85.2",,"89",,"87.4","87.4"
"García, Adolis","666969","NA","9","Right Fielder","407","0","0","0","0","0","24","383","0","407","100.3",,,,,,,"93",,"93","93"
"Capel, Conner","668843","NA","9","Right Fielder","69","0","0","0","0","27","0","42","0","69","94.4",,,,,,,,,"92.2","92.2"
"Melendez, MJ","669004","NA","9","Right Fielder","378","0","0","0","0","166","0","212","0","378","97.4",,,,,"92.7",,"91.6",,"92.2","92.2"
"Raley, Luke","670042","NA","9","Right Fielder","282","101","0","0","0","48","20","113","0","181","94.9","61.1",,,,,,"91.1",,"91.3","91.3"
"Suzuki, Seiya","673548","NA","9","Right Fielder","340","0","0","0","0","0","0","340","0","340","97.4",,,,,,,"91",,"91","91"
"Velázquez, Nelson","676369","NA","9","Right Fielder","93","0","0","0","0","21","10","62","0","93","90.1",,,,,,,"84",,"84.5","84.5"
"Blanco, Dairon","680118","NA","9","Right Fielder","143","0","0","0","0","63","32","48","0","143","91.8",,,,,"83.3",,,,"86.2","86.2"
"Davis, Henry","680779","NA","9","Right Fielder","124","0","0","0","0","0","0","124","0","124","100.1",,,,,,,"95",,"95","95"
"Carpenter, Kerry","681481","NA","9","Right Fielder","203","0","0","0","0","19","0","184","0","203","94.9",,,,,,,"90.3",,"90.4","90.4"
"Carroll, Corbin","682998","NA","9","Right Fielder","424","0","0","0","0","165","106","153","0","424","88.3",,,,,"80.5","83.8","84.8",,"83.3","83.3"
"Brennan, Will","686823","NA","9","Right Fielder","304","0","0","0","0","20","32","252","0","304","92.7",,,,,,,"89.3",,"89.1","89.1"
"Walker, Jordan","691023","NA","9","Right Fielder","348","0","0","0","0","75","0","273","0","348","100.2",,,,,"93",,"93.7",,"93.8","93.8"
"Colás, Oscar","693049","NA","9","Right Fielder","232","0","0","0","0","0","24","208","0","232","100.9",,,,,,,"93.7",,"93.2","93.2"
"Blackmon, Charlie","453568","NA","10","Designated Hitter","89","0","0","0","0","0","0","89","0","89","93",,,,,,,"89.9",,"89.9","89.9"
"Turner, Justin","457759","NA","10","Designated Hitter","253","203","17","33","0","0","0","0","50","0","83.1","78",,,,,,,,,"78"
"Belt, Brandon","474832","NA","10","Designated Hitter","128","128","0","0","0","0","0","0","0","0","74.6","73.5",,,,,,,,,"73.5"
"Stanton, Giancarlo","519317","NA","10","Designated Hitter","86","0","0","0","0","8","0","78","0","86","88.1",,,,,,,"86.2",,"86","86"
"Grossman, Robbie","543257","NA","10","Designated Hitter","191","0","0","0","0","128","0","63","0","191","89.1",,,,,"85.7",,"85.2",,"85.6","85.6"
"Pederson, Joc","592626","NA","10","Designated Hitter","65","1","0","0","0","46","0","18","0","64","91",,,,,,,,,"86.6","86.6"
"Bell, Josh","605137","NA","10","Designated Hitter","204","204","0","0","0","0","0","0","0","0","76.4","69.7",,,,,,,,,"69.7"
"Soler, Jorge","624585","NA","10","Designated Hitter","65","0","0","0","0","0","0","65","0","65","88.9",,,,,,,"85.8",,"85.8","85.8"
"Smith, Pavin","656976","NA","10","Designated Hitter","110","43","0","0","0","0","0","67","0","67","93.5",,,,,,,"88.2",,"88.2","88.2"
"Morel, Christopher","666624","NA","10","Designated Hitter","173","0","92","9","4","21","28","19","105","68","99.6",,"85.6",,,,,,"87.3","96.6","96.6"
"Rooker, Brent","667670","NA","10","Designated Hitter","183","0","0","0","0","99","0","84","0","183","89.8",,,,,"86.6",,"85.6",,"86.4","86.4"
"Alvarez, Yordan","670541","NA","10","Designated Hitter","97","0","0","0","0","97","0","0","0","97","91.1",,,,,"85.9",,,,"85.9","85.9"
