"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Peña, Jeremy",665161,5.9868458857475995,5.9868458857475995,6.033274911169882,0.42516034697755933,-0.47158937239984045,,,,,3185,0,0,0,0,3185,0,0,0
"McLain, Matt",680574,5.769406027358815,5.769406027358815,4.427919572951305,0.8027915332664334,0.538694921141075,,,,,3632,0,0,3518,0,114,0,0,0
"Semien, Marcus",543760,5.745675046306688,5.745675046306688,4.891963986663273,-0.17935288219647785,1.0330639418398937,,,,,3325,0,0,3325,0,0,0,0,0
"Santana, Carlos",467793,5.630010296649658,5.630010296649658,6.243729124128645,,-0.613718827478985,,,,,2548,0,2545,0,3,0,0,0,0
"Ramírez, José",608070,5.580489675942375,5.580489675942375,4.758093664123654,,0.8223960118187199,,,,,3437,0,0,0,3437,0,0,0,0
"Bader, Harrison",664056,5.105245866650852,5.105245866650852,5.422393414388066,-0.3171475477372211,,,,,,3317,0,0,0,0,0,1488,1706,123
"Triolo, Jared",669707,5.103360664090325,5.103360664090325,4.834690825890102,0.010901980536837323,0.2577678576633887,,,,,2538,0,348,240,781,1166,0,0,0
"Lukes, Nathan",664770,4.943620660588778,4.943620660588778,0.8448372521525042,4.098783408436273,,,,,,2728,0,0,0,0,0,747,642,1339
"Merrill, Jackson",701538,4.877093661373884,4.877093661373884,2.1714000704090655,2.7056935909648185,,,,,,3004,0,0,0,0,0,0,3004,0
"Rojas, Miguel",500743,4.799388476028159,4.799388476028159,3.788772280784176,0.1715283513504119,0.8390878438935689,,,,,2238,0,9,1360,503,351,0,0,0
"Judge, Aaron",592450,4.689852299185635,4.689852299185635,2.4601993526098975,2.2296529465757358,,,,,,2467,0,0,0,0,0,0,0,2467
"Misner, Kameron",670224,4.615626631130386,4.615626631130386,2.979103919537996,1.6365227115923897,,,,,,1511,0,0,0,0,0,87,1094,330
"Mangum, Jake",663968,4.360709861671444,4.360709861671444,5.1947526412753335,-0.834042779603888,,,,,,2800,0,0,0,0,0,1299,836,665
"Adames, Willy",642715,4.296332682542351,4.296332682542351,3.8704163311169326,0.33692381264444277,0.08899253878097665,,,,,4169,0,0,0,0,4169,0,0,0
"Meidroth, Chase",805367,4.284958478380924,4.284958478380924,1.7896127200234289,0.18918169879268001,2.3061640595648147,,,,,3058,0,0,1351,0,1707,0,0,0
"O'Hearn, Ryan",656811,4.260489591182049,4.260489591182049,3.3976924107352118,0.4638041361832517,0.3989930442635766,,,,,2119,0,1624,0,0,0,48,0,447
"Chapman, Matt",656305,4.061680748283773,4.061680748283773,3.297046659677416,,0.7646340886063547,,,,,3349,0,0,0,3349,0,0,0,0
"Contreras, Willson",575929,4.011665707521068,4.011665707521068,4.445607292495906,,-0.43394158497483837,,,,,3035,0,3035,0,0,0,0,0,0
"Cruz, Oneil",665833,3.956839018126651,3.956839018126651,0.12794484818573534,3.8288941699409156,,,,,,3184,0,0,0,0,0,0,3184,0
"Clemens, Kody",665019,3.917833873636241,3.917833873636241,2.9557670894119665,1.1644539156390898,-0.20238713141481512,,,,,2481,0,1193,928,0,0,165,3,189
"White, Eli",642201,3.7106595283718837,3.7106595283718837,2.2032334405108585,1.5074260878610255,,,,,,1750,0,27,0,0,0,569,99,1055
"Sosa, Edmundo",624641,3.661445776578993,3.661445776578993,3.675907838398685,-0.1926696704909462,0.17820760867125357,,,,,1824,0,0,697,716,378,30,3,0
"Seager, Corey",608369,3.6509159083955387,3.6509159083955387,2.8223601339312734,0.020042216320420546,0.8085135581438467,,,,,2484,0,0,0,0,2484,0,0,0
"Tovar, Ezequiel",678662,3.447987031973223,3.447987031973223,2.3725533237725314,0.1785017833544611,0.8969319248462301,,,,,2402,0,0,0,0,2402,0,0,0
"Urías, Ramón",602104,3.4346557733185685,3.4346557733185685,3.456101709146051,0.013094283268973142,-0.03454021909645498,,,,,2509,0,39,555,1915,0,0,0,0
"Betts, Mookie",605141,3.403402929110988,3.403402929110988,3.3985756061489107,0.1989780918083435,-0.19415076884626586,,,,,3837,0,0,0,0,3834,0,0,3
"Jung, Josh",673962,3.348234421860655,3.348234421860655,3.604242447936187,,-0.25600802607553175,,,,,3260,0,0,0,3260,0,0,0,0
"Perdomo, Geraldo",672695,3.310435350614167,3.310435350614167,3.4381898620730014,-0.013183145473450461,-0.11457136598538512,,,,,4275,0,0,0,0,4275,0,0,0
"Contreras, William",661388,3.2797149979234304,,,,,3.2797149979234304,0.9669799598274602,1.695082930097198,0.6176521079987666,3341,3335,3,0,0,0,3,0,0
"Massey, Michael",686681,3.162400694553125,3.162400694553125,0.7766170216052227,0.45378411012807185,1.9319995628198305,,,,,1740,0,0,1485,0,0,255,0,0
"Caballero, José",676609,3.042191005117395,3.042191005117395,3.5474314016687356,-0.9197172950688646,0.4144768985175243,,,,,2577,0,0,436,351,1017,93,45,632
"Kelly, Carson",608348,2.9937575868774773,,,,,2.9937575868774773,-1.9085859185724772,3.2621350231939092,1.640208482256047,2592,2592,0,0,0,0,0,0,0
"Lindor, Francisco",596019,2.90764665926432,2.90764665926432,3.936888922343895,0.10182116988179415,-1.1310634329613674,,,,,4122,0,0,0,0,4122,0,0,0
"Bregman, Alex",608324,2.8808343718356717,2.8808343718356717,2.4948019445721332,,0.38603242726353754,,,,,2917,0,0,0,2917,0,0,0,0
"Edwards, Xavier",669364,2.841030463623125,2.841030463623125,1.3493295483790897,-0.0254871582278395,1.517188073471873,,,,,3522,0,0,2443,0,1079,0,0,0
"Pérez, Wenceel",672761,2.768005750442944,2.768005750442944,1.9762850950297237,0.7917206554132186,,,,,,2452,0,0,0,0,0,27,549,1876
"Swanson, Dansby",621020,2.4403358153627774,2.4403358153627774,1.2095419171527837,0.25038736684949053,0.9804065313605043,,,,,4161,0,0,0,0,4161,0,0,0
"Duran, Ezequiel",677649,2.436802047350205,2.436802047350205,1.758399779417494,0.7319005751827002,-0.053498307249988275,,,,,1532,0,423,260,222,452,60,0,105
"Báez, Javier",595879,2.3824463058316394,2.3824463058316394,3.816326321401207,-0.18591970481000017,-1.2479603107595667,,,,,3067,0,0,127,442,1283,0,1215,0
"Alexander, Blaze",677942,2.3662081605030556,2.3662081605030556,0.7464147248781695,0.9318318482057355,0.6879615874191503,,,,,1733,0,0,352,1297,0,21,63,0
