"id","name","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
592273,"Drury, Brandon",247,0.5668016194331984,0.4331983805668016,0.1862348178137652,0.1902834008097166,0.05668016194331984,0.3319838056680162,0.4493927125506073,0.21862348178137653,0.25101214574898784,0.27125506072874495,0.044534412955465584,0.08097165991902838,0.17813765182186236,0.17408906882591094
666176,"Adell, Jo",282,0.3546099290780142,0.6453900709219859,0.31560283687943264,0.2375886524822695,0.09219858156028368,0.41134751773049644,0.3404255319148936,0.24822695035460993,0.1773049645390071,0.1453900709219858,0.031914893617021274,0.23404255319148934,0.1950354609929078,0.21631205673758866
666160,"Moniak, Mickey",279,0.36200716845878134,0.6379928315412187,0.2903225806451613,0.2114695340501792,0.13620071684587814,0.4659498207885305,0.32974910394265233,0.20430107526881722,0.22580645161290322,0.11469534050179211,0.021505376344086023,0.24014336917562726,0.21505376344086022,0.1827956989247312
621493,"Ward, Taylor",430,0.32325581395348835,0.6767441860465117,0.3627906976744186,0.27674418604651163,0.037209302325581395,0.32325581395348835,0.3627906976744186,0.313953488372093,0.15813953488372093,0.12093023255813953,0.044186046511627906,0.16511627906976742,0.2418604651162791,0.26976744186046514
687263,"Neto, Zach",407,0.4520884520884521,0.5479115479115478,0.29238329238329236,0.18673218673218672,0.0687960687960688,0.4619164619164619,0.33906633906633904,0.19901719901719903,0.24815724815724816,0.171990171990172,0.03194103194103194,0.21375921375921375,0.16707616707616704,0.16707616707616707
694384,"Schanuel, Nolan",426,0.4624413145539906,0.5375586854460094,0.22535211267605634,0.27699530516431925,0.035211267605633804,0.392018779342723,0.3779342723004695,0.2300469483568075,0.20422535211267606,0.19248826291079812,0.06572769953051644,0.18779342723004694,0.18544600938967137,0.16431924882629106
671277,"García Jr., Luis",415,0.4843373493975904,0.5156626506024097,0.25060240963855424,0.2385542168674699,0.02650602409638554,0.26265060240963856,0.46265060240963857,0.2746987951807229,0.1686746987951807,0.25783132530120484,0.05783132530120482,0.09397590361445785,0.20481927710843373,0.21686746987951805
696285,"Young, Jacob",377,0.5649867374005305,0.43501326259946954,0.15384615384615385,0.23076923076923078,0.050397877984084884,0.27320954907161804,0.35809018567639256,0.3687002652519894,0.20159151193633953,0.23342175066312998,0.129973474801061,0.0716180371352785,0.12466843501326258,0.2387267904509284
666149,"Fitzgerald, Tyler",207,0.3526570048309179,0.6473429951690821,0.3333333333333333,0.2463768115942029,0.06763285024154589,0.4975845410628019,0.2608695652173913,0.24154589371980675,0.2222222222222222,0.09178743961352658,0.03864734299516908,0.2753623188405797,0.1690821256038647,0.20289855072463767
656305,"Chapman, Matt",419,0.38424821002386633,0.6157517899761337,0.2840095465393795,0.2315035799522673,0.10023866348448687,0.3794749403341289,0.37708830548926014,0.24343675417661098,0.1909307875894988,0.1288782816229117,0.06443914081145585,0.18854415274463007,0.24821002386634844,0.17899761336515513
624424,"Conforto, Michael",323,0.4148606811145511,0.5851393188854489,0.29102167182662536,0.2043343653250774,0.08978328173374613,0.4148606811145511,0.3498452012383901,0.23529411764705882,0.19504643962848298,0.17027863777089783,0.04953560371517028,0.21981424148606812,0.17956656346749225,0.18575851393188852
671218,"Ramos, Heliot",344,0.4331395348837209,0.5668604651162791,0.2703488372093023,0.2441860465116279,0.05232558139534884,0.3023255813953488,0.40988372093023256,0.2877906976744186,0.18313953488372092,0.19476744186046513,0.055232558139534885,0.1191860465116279,0.21511627906976744,0.23255813953488375
664774,"Wade Jr., LaMonte",245,0.39591836734693875,0.6040816326530611,0.2571428571428571,0.3142857142857143,0.0326530612244898,0.39591836734693875,0.3795918367346939,0.22448979591836735,0.20408163265306123,0.15510204081632653,0.036734693877551024,0.19183673469387752,0.22448979591836735,0.18775510204081633
660688,"Ruiz, Keibert",410,0.35121951219512193,0.6487804878048781,0.2975609756097561,0.23658536585365852,0.11463414634146342,0.4853658536585366,0.37317073170731707,0.14146341463414633,0.20243902439024392,0.12926829268292683,0.01951219512195122,0.28292682926829266,0.24390243902439024,0.1219512195121951
682928,"Abrams, CJ",418,0.40669856459330145,0.5933014354066986,0.2799043062200957,0.22727272727272727,0.0861244019138756,0.45215311004784686,0.33014354066985646,0.21770334928229665,0.23444976076555024,0.1291866028708134,0.0430622009569378,0.21770334928229662,0.20095693779904306,0.17464114832535885
592192,"Canha, Mark",302,0.49337748344370863,0.5066225165562914,0.2185430463576159,0.2185430463576159,0.0695364238410596,0.4205298013245033,0.3675496688741722,0.2119205298013245,0.23841059602649006,0.2052980132450331,0.04966887417218543,0.18211920529801323,0.16225165562913907,0.16225165562913907
672275,"Bailey, Patrick",309,0.4110032362459547,0.5889967637540453,0.24919093851132687,0.3074433656957929,0.032362459546925564,0.37216828478964403,0.39158576051779936,0.23624595469255663,0.1779935275080906,0.18770226537216828,0.045307443365695796,0.19417475728155342,0.2038834951456311,0.19093851132686085
681351,"O'Hoppe, Logan",326,0.3803680981595092,0.6196319018404908,0.294478527607362,0.26380368098159507,0.06134969325153374,0.4233128834355828,0.35276073619631904,0.22392638036809817,0.22085889570552147,0.13190184049079753,0.027607361963190184,0.20245398773006135,0.2208588957055215,0.19631901840490798
