"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Monasterio, Andruw",655316,0.30931756959095,0.30931756959095,-0.4867425720743134,0.007749520621347024,0.7883106210439165,,,,,2065,0,0,591,1369,105,0,0,0
"Naylor, Bo",666310,0.28359193772472713,,,,,0.28359193772472713,1.4069130191264927,-1.1744000570689506,0.05107897566718475,1517,1517,0,0,0,0,0,0,0
"Urshela, Gio",570482,0.27684347239234747,0.27684347239234747,0.19906181357147007,,0.07778165882087748,,,,,1490,0,452,15,810,213,0,0,0
"Ward, Taylor",621493,0.23204815507462206,0.23204815507462206,1.9969926915888307,-1.764944536514209,,,,,,2370,0,9,0,0,0,2361,0,0
"Henderson, Gunnar",683002,0.18870937356650055,0.18870937356650055,0.2652885894754923,0.7608539698363721,-0.8374331857453634,,,,,3538,0,0,0,1784,1754,0,0,0
"Judge, Aaron",592450,0.11001603804316451,0.11001603804316451,-1.29780453190787,1.4078205699510355,,,,,,1720,0,0,0,0,0,0,402,1318
"Marte, Ketel",606466,-0.032343802794861265,-0.032343802794861265,-0.4650203800415364,-0.40003774899585215,0.8327143262425275,,,,,3646,0,0,3631,0,6,0,9,0
"Brennan, Will",686823,-0.06340160936468273,-0.06340160936468273,1.4500892791398885,-1.5134908885045693,,,,,,2864,0,0,0,0,0,174,252,2438
"Sánchez, Jesús",660821,-0.09812048385880731,-0.09812048385880731,0.11504361081809102,-0.21316409467689817,,,,,,2665,0,0,0,0,0,186,174,2305
"Verdugo, Alex",657077,-0.10424785159834993,-0.10424785159834993,1.2270055479902782,-1.3312533995886282,,,,,,3510,0,0,0,0,0,0,0,3510
"Jansen, Danny",643376,-0.1459870090874692,,,,,-0.1459870090874692,0.20513844822124194,-0.9488263131991609,0.5977008558904485,1730,1730,0,0,0,0,0,0,0
"Palacios, Joshua",641943,-0.2180316908999148,-0.2180316908999148,-0.10764149676813226,-0.11039019413178361,,,,,,1527,0,0,0,0,0,480,141,906
"Moncada, Yoán",660162,-0.3789402402653955,-0.3789402402653955,-0.39886468043357814,,0.019924440168182567,,,,,2283,0,0,0,2283,0,0,0,0
"Greene, Riley",682985,-0.41463767467069296,-0.41463767467069296,-0.10498781174507411,-0.309649862925619,,,,,,2292,0,0,0,0,0,108,2025,159
"Springer, George",543807,-0.4486147060528227,-0.4486147060528227,1.7764038881920634,-2.225018594244888,,,,,,3419,0,0,0,0,0,0,6,3413
"Bogaerts, Xander",593428,-0.452938218233233,-0.452938218233233,1.9440643717306063,0.1874432625556505,-2.584445852519491,,,,,3857,0,0,0,0,3857,0,0,0
"Neto, Zach",687263,-0.4921354543930464,-0.4921354543930464,0.8965606833706244,0.2106843651632413,-1.599380502926913,,,,,2134,0,0,0,0,2134,0,0,0
"d'Arnaud, Travis",518595,-0.4985999481250587,,,,,-0.4985999481250587,2.758865576294456,-2.9547079142830732,-0.30275761013643904,1590,1590,0,0,0,0,0,0,0
"Lowe, Josh",666139,-0.5204710467080401,-0.5204710467080401,-1.9693281917209362,1.4488571450128962,,,,,,2645,0,0,0,0,0,45,276,2324
"Raley, Luke",670042,-0.6042180925123358,-0.6042180925123358,-1.2643064642818773,0.8484182871271021,-0.1883299153575606,,,,,2220,0,699,0,0,0,412,240,861
"Flores, Wilmer",527038,-0.612910253352366,-0.612910253352366,-1.3539024522555105,,0.7409921989031436,,,,,1668,0,1245,30,393,0,0,0,0
"Garrett, Stone",656448,-0.6310994206686742,-0.6310994206686742,-0.3860392718457512,-0.24506014882292348,,,,,,1592,0,0,0,0,0,1442,0,150
"Paredes, Isaac",670623,-0.658054215153885,-0.658054215153885,-0.1534112527009601,-0.0034437340296089173,-0.5011992284233157,,,,,3466,0,348,291,2800,27,0,0,0
"Julien, Edouard",666397,-0.6709906972632771,-0.6709906972632771,-0.13964782073303872,0.06469991751451762,-0.5960427940447555,,,,,1657,0,52,1605,0,0,0,0,0
"Gorman, Nolan",669357,-0.6928654092143236,-0.6928654092143236,-1.9371020866249478,,1.2442366774106244,,,,,2110,0,0,1739,371,0,0,0,0
"France, Ty",664034,-0.7844856463990557,-0.7844856463990557,-0.6570905323149265,,-0.12739511408412904,,,,,4080,0,4080,0,0,0,0,0,0
"Mountcastle, Ryan",663624,-0.8170192416298221,-0.8170192416298221,-0.2423743767074276,,-0.5746448649223951,,,,,2308,0,2308,0,0,0,0,0,0
"Alonso, Pete",624413,-0.8230137168894602,-0.8230137168894602,-0.27564034471904864,-0.0058097745840376275,-0.5415635975863744,,,,,3770,0,3770,0,0,0,0,0,0
"Gallo, Joey",608336,-0.8338848799740246,-0.8338848799740246,-0.6041061305542913,-0.7024343813036134,0.47265563188388104,,,,,2209,0,966,0,0,0,945,139,159
"Riley, Austin",663586,-0.9113827786910783,-0.9113827786910783,0.3202676689684182,-0.0015624213981431396,-1.2300880262613534,,,,,4236,0,0,0,4236,0,0,0,0
"Carlson, Dylan",666185,-1.1287219189323638,-1.1287219189323638,1.6415163730341138,-2.770238291966477,,,,,,1647,0,0,0,0,0,72,1103,472
"Correa, Carlos",621043,-1.2873659301784013,-1.2873659301784013,-0.9001334348247438,0.022096175823702463,-0.4093286711773589,,,,,3433,0,0,0,0,3433,0,0,0
"Peralta, David",444482,-1.3359518827098715,-1.3359518827098715,-1.9155415469616919,0.5795896642518185,,,,,,2519,0,0,0,0,0,2415,0,104
"Ruiz, Esteury",665923,-1.385211080277237,-1.385211080277237,1.6969746037417055,-3.082185684018944,,,,,,3015,0,0,0,0,0,255,2625,135
"Cabrera, Oswaldo",665828,-1.42197170494018,-1.42197170494018,-1.0026737080418648,-0.6918080373959093,0.27251004049759375,,,,,2314,0,3,90,337,117,975,2,790
"Biggio, Cavan",624415,-1.4345534939502949,-1.4345534939502949,-0.9315097486158732,-0.512642911450697,0.009599166116274024,,,,,2160,0,321,1062,171,3,0,0,603
"Bleday, JJ",668709,-1.4509530269057613,-1.4509530269057613,-3.022181826337233,1.571228799431469,,,,,,1866,0,0,0,0,0,929,708,229
"Peterson, Jace",607054,-1.488626504585816,-1.488626504585816,-0.17583418062896275,-0.07424487122056486,-1.238547452736291,,,,,2811,0,6,435,2361,0,3,0,0
"Canha, Mark",592192,-1.510451139685674,-1.510451139685674,-0.5243712224397733,-0.7778248932838517,-0.20825502396204787,,,,,2438,0,383,0,15,0,1567,0,473
"Baddoo, Akil",668731,-1.5346315961381267,-1.5346315961381267,-0.2816913773879533,-1.252940218750173,,,,,,2241,0,0,0,0,0,2167,42,32
"Anderson, Tim",641313,-1.551377089765179,-1.551377089765179,-1.350391620146432,0.19349239042393462,-0.3944778600426808,,,,,3062,0,0,54,0,3008,0,0,0
"Seager, Corey",608369,-1.5938599467292935,-1.5938599467292935,-1.7738805054211568,0.00001665845929753537,0.18000390023256457,,,,,2855,0,0,0,0,2855,0,0,0
