"player_id","player_name","team_name","start_year","end_year","sb_attempts","catcher_stealing_runs","caught_stealing_above_average","n_cs","rate_cs","est_cs_pct","cs_aa_per_throw","seasonal_runner_speed","runner_distance_from_second","pop_time","exchange_time","arm_strength","n_xcs_with_flight_over_xcs","n_xcs_with_exchange_over_xcs","n_xcs_with_accuracy_over_xcs","n_xcs_with_ground_other_over_xcs","n_xcs_with_onfly_other_over_xcs","n_xcs_with_untracked_other_over_xcs"
455117,"Maldonado, Martín","CWS",2024,2024,30,-1.885792842591891,-2.9012197578336787,2,0.06666666666666668,0.16337399192778929,-0.09670732526112263,"28.64",54.72356157510255,"1.898105263","0.680263158","82.061224211",0.9688784729237445,-1.6036257093362232,-0.45430752381252154,-0.14469222656644243,-1.2048679177502382,-0.46260485329199774
518595,"d'Arnaud, Travis","ATL",2024,2024,49,-0.611628176576273,-0.9409664255019591,9,0.18367346938775514,0.20287686582657058,-0.019203396438815495,"28.316326531",54.01634555303951,"1.937868421","0.669236842","79.155947368",0.11697814185462994,0.18188272647004067,-1.5326093997562324,1.8359943765065745,-1.543212270576971,0
518735,"Grandal, Yasmani","PIT",2024,2024,55,-6.173360431905472,-9.497477587546879,4,0.07272727272727272,0.24540868340994326,-0.17268141068267057,"28.230909091",55.55558801558384,"2.122305556","0.759805556","73.262813889",-5.571375344490937,-4.3980562654389495,-0.5903751072123447,0.9922919295324638,0.18119500747217868,-0.11115780740929135
521692,"Perez, Salvador","KC",2024,2024,36,0.6810484167669703,1.0477667950261074,9,0.25000000000000006,0.22089536680483035,0.029104633195169677,"28.469444444",55.44738390038823,"1.931222222","0.60662963","75.922661481",-1.939776183858489,1.5898017779810716,0.4143427362368851,0.25214753347568075,0.14027120867794152,0.5909797225130187
542194,"Bethancourt, Christian","CHC",2024,2024,32,3.1233647539402027,4.8051765445233885,11,0.34374999999999994,0.1935882329836441,0.15016176701635586,"28.740625",56.42092247077848,"1.888142857","0.700678571","85.252190357",3.9547849087142546,-1.368830636203642,1.5143909102291404,0.5176642954013808,0.19552006271075523,-0.00835299632850077
543309,"Higashioka, Kyle","SD",2024,2024,57,-1.8406600007565683,-2.8317846165485667,10,0.17543859649122812,0.22511902836050113,-0.0496804318692731,"28.310526316",55.381678837626595,"2.011534884","0.615209302","73.866324419",-5.99829620353565,3.210222971015283,-0.3746076823158626,2.224219412240395,-1.8688236196650494,-0.024499494287682146
543510,"McCann, James","BAL",2024,2024,43,0.24339440109065844,0.3744529247548587,10,0.23255813953488372,0.22384993198244513,0.008708207552438577,"28.541860465",55.44268251369826,"1.92325","0.638525","78.1610435",-0.957398700246743,1.3570313458547052,0.1674140208467018,0.7492110235302393,-0.941804765230045,0
543877,"Vázquez, Christian","MIN",2024,2024,43,-1.9453340142897704,-2.9928215604457997,6,0.13953488372093026,0.2091353851266465,-0.06960050140571628,"28.5",56.382624012336606,"1.918925926","0.595666667","76.53673963",-2.0854317901707384,0.13308158268135198,-0.03590791613341515,-0.25283205442296514,-0.5715020131317076,-0.1802293692683262
553869,"Díaz, Elias","SD",2024,2024,48,2.328149576268458,3.581768578874552,12,0.24999999999999997,0.17537982127344687,0.07462017872655312,"28.51875",54.06343838193095,"1.84625","0.64375","80.987555833",1.336023203100966,0.3852912421877692,0.7412193191771932,-0.5021434914970618,1.6213783059056843,0
553882,"Narváez, Omar","NYM",2024,2024,25,-2.428867988712895,-3.7367199826352224,1,0.04,0.18946879930540894,-0.14946879930540893,"28.304",53.7316482922135,"1.949190476","0.640619048","75.113231905",-1.8486847853582784,0.5477808415453133,0.16268047604334673,-0.02308617725993467,-2.5754103376056703,0
571912,"Maile, Luke","CIN",2024,2024,34,-0.8545829185774232,-1.3147429516575744,7,0.20588235294117646,0.2445512632840463,-0.03866891034286983,"28.620588235",57.17499117356083,"1.955392857","0.641214286","78.764143571",-0.5348732453214903,1.160016952871801,-1.6854119248236819,-0.48733699052909274,0.23286225614488948,0
575929,"Contreras, Willson","STL",2024,2024,36,0.7645331060832359,1.1762047785895937,7,0.19444444444444445,0.16177208948362243,0.032672354960822055,"28.686111111",55.368373113943086,"1.966111111","0.707111111","81.138685926",1.2962062514715966,-1.433796418295735,0.498445498908908,-0.5055462697185417,0.4101028350661827,0.9107928811571824
592200,"Casali, Curt","SF",2024,2024,42,-2.3295041579901756,-3.5838525507541137,4,0.09523809523809525,0.18056791787509802,-0.08532982263700277,"28.392857143",54.31964436118643,"1.933852941","0.594617647","75.443528235",-2.726956968620485,2.8275919245132313,-2.019125831452676,-0.2706352197847268,-1.394726455409458,0
592663,"Realmuto, J.T.","PHI",2024,2024,57,3.405164903458871,5.238715236090572,15,0.2631578947368421,0.17125060989314794,0.09190728484369422,"28.58245614",54.179541775129785,"1.79547619","0.608071429","82.604884286",3.4152981840575354,3.5625774677701787,-1.7785831843592723,1.1157650392273133,-1.0763422706051862,0
595978,"Hedges, Austin","CLE",2024,2024,26,0.9083898273708859,1.3975228113398246,6,0.23076923076923075,0.17701835341000677,0.053750877359224,"28.588461538",54.669219370121866,"1.895473684","0.629210526","78.711753684",-0.17132533479107692,0.2888377407786565,-0.5340368365160265,-0.8060494770667508,2.861969255934117,-0.241872536999095
596117,"Stubbs, Garrett","PHI",2024,2024,37,1.2937738355814081,1.9904212855098584,7,0.18918918918918923,0.13539401931054434,0.05379516987864484,"28.497297297",53.09864382217286,"1.795103448","0.643103448","81.489435862",1.3821473768669899,0.3515499470105642,1.963969547678511,-0.22248552006473316,-1.484760065981473,0
