player_name_final,pitch_hand,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,xera,ball_angle,runs_heart,runs_shadow,runs_chase,runs_waste,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_st,n_sv,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,st_avg_spin,sv_avg_spin,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,st_avg_speed,sv_avg_speed,gb_rate,air_rate,pull_rate,straight_rate,oppo_rate
Ron Marinaccio,R,-0.24427223984084248,1.5920656625859813,0.9090329677351545,-0.1959733051106699,-0.9057608481688753,0.5551734929185,-1.6578715363591134,0.5768356950506781,1.0487265296729373,-1.6000170418569977,0.566886908859205,0.9533747214560065,-0.24427223984084248,,,,,,1.1326049140172447,-0.9259996183354989,-0.6489676791331431,-1.0315588107113345,2.569483427494613,-0.7811349670428239,-0.3680653760859553,0.35146560603465055,-0.14788597107564871,0.15707517065464724,0.6942019988835577,-0.9786005478237223,-1.7170206720229693,0.844318978377384,-1.1775487391941633,-0.45544362943372096,1.053613925362791,-0.2050795937021701,0.19099014365383013,0.5497534481220446,-0.9843273887894544,-1.7401100744941473,0.5433351365967407,-1.1914044199438942,-0.4677995014926006,1.2283036086314898,-0.2063864246152443,-0.43190575519568897,0.43208142024617463,1.0159409144652711,1.5080617623719668,-2.548487437686061
Keaton Winn,R,-1.6577322668894972,-1.420074066877017,-1.6334912753507373,-1.6015206585256025,-1.4685732591105485,0.40038249386441793,-0.6314766907961926,-1.8002866153102004,-0.7767837021561786,-0.12479367357463675,-0.07690905214432178,1.6040126925672304,-1.6577322668894972,,,,,,-0.2956935334713352,0.21111205046195994,-0.6489676791331431,-0.15453295174936021,-0.9435903454959255,-0.7811349670428239,4.678550814223416,-0.6058608369259629,-0.14788597107564871,0.2345508600588468,0.6507412165793158,-0.9786005478237223,0.46029670612647494,-1.5903246593057265,-1.1775487391941633,2.7276068491600625,-0.8391418104146137,-0.2050795937021701,0.3014766084411319,0.6040152102392894,-0.9843273887894544,0.6736658404497173,-1.6532856554539967,-1.1914044199438942,2.3036515534048827,-0.8451778692325135,-0.2063864246152443,1.1439733198221114,-1.143815353823414,1.9010598129214333,-0.4316674677827918,-1.8674340414840793
Aaron Ashby,L,1.4295620027167748,1.0043310812273476,1.7565410487637851,1.8753596367639678,0.5575514202794754,1.8708969848781978,1.9155031111562402,0.1682677979574021,1.3042979621290134,-0.493599515645227,0.4953540243032576,-1.0346857458282885,1.4295620027167748,0.9658853104961879,0.6197414081832513,-0.35022076502001664,1.083346879150764,0.2738943561455263,-1.6559777691747446,2.1221740697498355,-0.6489676791331431,-0.5204861878629898,0.1707717652913959,1.8009722529149352,-0.3680653760859553,-0.6058608369259629,-0.14788597107564871,0.1434029901715532,0.5146403456791899,-0.9786005478237223,0.838710048425055,0.7662617014440324,1.0367452404329618,-0.45544362943372096,-0.8391418104146137,-0.2050795937021701,0.371257533569954,0.6772685890975699,-0.9843273887894544,0.572062076111921,0.7685616351785413,0.9392335531541466,-0.4677995014926006,-0.8451778692325135,-0.2063864246152443,2.7308417886684886,-2.730701645145931,-1.0110196798347728,2.6637534559287412,-1.1772999333327403
Ben Brown,R,-0.7030268100233005,-0.4405164312792938,-0.8842450008181798,-1.1330048740539582,0.2198639737144719,-0.7218522492776769,-1.6071853711461295,-1.6764781616455713,1.0730666660973256,0.4898827298763472,1.0318506584728633,0.1461016832254142,-0.7030268100233005,0.5595137843253157,-2.3021436243798297,-0.8281853274616345,1.698231451472871,0.2701676571649794,1.4991259441928857,-0.9319530825700406,-0.6489676791331431,-1.0315588107113345,-0.6099112953731682,2.984438062062242,-0.3680653760859553,-0.6058608369259629,-0.14788597107564871,0.034785111889195315,-1.945468673700398,-0.9786005478237223,-1.7170206720229693,0.16658357389256898,0.6652700634270966,-0.45544362943372096,-0.8391418104146137,-0.2050795937021701,0.31892183972333804,-1.967992314118112,-0.9843273887894544,-1.7401100744941473,0.7455973647349069,1.0627863634351764,-0.4677995014926006,-0.8451778692325135,-0.2063864246152443,-0.20340372161310274,0.20357682030593638,-0.1764345788310898,0.20326499437689602,0.028053340790107677
Max Meyer,R,-1.124585063704478,-0.8690728968532977,-1.2650095009904632,-1.2562985015464962,-0.23038595503886702,-0.21878150235191013,-0.948265223377341,-1.71362069774496,-0.15611022333427926,0.5759374263594847,0.2926775180614069,-0.516585139202684,-1.124585063704478,-0.07348801605623573,-1.4313012083625465,-0.9306459878254341,0.6524615407686066,0.9442236268549976,-0.1993400667756771,-0.35049807566313745,-0.6489676791331431,1.298764095115686,0.7090653272818815,-0.7811349670428239,-0.3680653760859553,0.05799946429374833,-0.14788597107564871,0.6166123480030865,0.8489833814758581,-0.9786005478237223,0.7890873174129744,0.5853670596619797,-1.1775487391941633,-0.45544362943372096,1.2020021040517737,-0.2050795937021701,0.24332583750044776,0.5732668783728513,-0.9843273887894544,0.7130258572652601,0.6899531709676382,-1.1914044199438942,-0.4677995014926006,1.397272819972578,-0.2063864246152443,1.020657292834613,-1.020497941845921,0.3575954578398587,0.21569219655111121,-0.6158286476946553
Garrett Crochet,L,1.6155435852231768,1.3471762536865508,1.2038183872233739,0.7780463520803803,1.8082456668165274,-1.17332599651875,0.09080116348882587,0.6263590765165301,1.6937401449192255,1.461071447328902,1.2106828698627323,1.5678661386166073,1.6155435852231768,-0.15424133215429356,3.114701794198866,1.227228506165829,0.07027715886007203,-0.4252477636586018,0.5941590707179788,-0.2611961121450123,1.664214721414997,-1.0315588107113345,-0.4871425882525311,-0.7811349670428239,-0.3680653760859553,0.5765512875640808,-0.14788597107564871,0.622688872662239,0.8436460924209513,1.2655541726307866,-1.7170206720229693,0.6828354054623553,-1.1775487391941633,-0.45544362943372096,1.0993131832923693,-0.2050795937021701,0.3576890203504616,0.653755158846764,1.131414439108775,-1.7401100744941473,0.6996688238476377,-1.1914044199438942,-0.4677995014926006,1.2741545504024385,-0.2063864246152443,0.7311230389008949,-0.7309604360879756,0.7103610585559923,-0.8533511142837369,-0.08045182461257754
Andrew Nardi,L,1.699235297351057,1.6563491324220814,1.5354519841476202,1.080115739437098,1.636275207917682,1.3968495502750709,0.4614437466087689,1.3289720510632999,1.7059102131314186,-0.25387571829934336,1.183858038154251,1.5317195846659828,1.699235297351057,,-0.49668593482915424,-1.2556626063139242,1.6796081818203699,1.6331321992741157,1.6667998690799375,-0.9319530825700406,-0.6489676791331431,1.381839686072515,-0.865679435207829,-0.7811349670428239,-0.3680653760859553,-0.6058608369259629,-0.14788597107564871,0.2037884539718852,-1.945468673700398,-0.9786005478237223,0.5222450832286537,0.5937303393334096,-1.1775487391941633,-0.45544362943372096,-0.8391418104146137,-0.2050795937021701,0.21134291348306872,-1.967992314118112,-0.9843273887894544,0.534990432367049,0.7592876028839963,-1.1914044199438942,-0.4677995014926006,-0.8451778692325135,-0.2063864246152443,-0.9788886380798946,0.9790704464179742,-0.9627389635879661,-0.6122252530238159,1.6870500014798195
Zack Kelly,R,-0.3186648728434033,0.673730379213116,-0.4911977748338874,-1.1946516878002273,-0.3804692646233135,0.1294982455197743,-1.3917691689909488,1.69111177803234,0.7931550972168611,-1.2680917839934664,0.7457191202490736,-0.7816598681739236,-0.3186648728434033,,-0.8551287142509144,0.3783478839992576,0.22271941004560872,0.6149815682507801,-0.09165089811582393,-0.9319530825700406,1.1581201177278886,-1.0315588107113345,1.0301527151358554,-0.7811349670428239,-0.3680653760859553,1.7190748102640985,-0.14788597107564871,-0.07307320081076914,-1.945468673700398,1.168532987153792,-1.7170206720229693,1.106987910280091,-1.1775487391941633,-0.45544362943372096,1.4132939671849991,-0.2050795937021701,0.34799722519367965,-1.967992314118112,1.1314144391087748,-1.7401100744941473,0.5618832011858298,-1.1914044199438942,-0.4677995014926006,1.2486818049741335,-0.2063864246152443,0.6992740347219075,-0.6991110742056714,-0.08243274224396807,1.031482654269596,-0.8219494240031575
Slade Cecconi,R,-1.1369838358715716,-1.1262067761977002,-1.5106640172306458,-1.5398738447793339,0.18234314631835982,-1.4313109949422198,-1.6578715363591134,-0.9460082850242596,-0.8011238385805668,1.4733649753979214,-1.042602993649612,-1.5527863524538925,-1.1369838358715716,0.08801861613987996,-1.3688748898863448,-0.07834842274880377,0.09570640017408451,0.11199640060165389,0.8983337400905468,-0.4953657053703181,-0.4976894008571054,0.2492775156863692,-0.08735731121866151,0.5849040798792737,-0.3680653760859553,-0.5944640935573842,-0.14788597107564871,0.4130487719214638,-0.2177119596405355,1.0133566697291636,0.7048887480182816,0.536219885296536,0.7744481814876013,-0.45544362943372096,1.2756585550676822,-0.2050795937021701,0.2220038881555295,-0.2750253360600754,1.0872881002173742,0.5821309176228735,0.558350236502194,0.763840402895062,-0.4677995014926006,1.2401908898313654,-0.2063864246152443,-0.525210153171867,0.5253868661450037,0.01859602242082312,-0.5327519402386485,0.45334112541539145
Braxton Ashcraft,R,1.0204025212026906,0.30639626586396984,1.1669702097873464,1.5424668425341153,0.5200305928833638,1.4839194872429926,1.725429991607551,0.6139782311500668,0.5010734601242025,-0.12479367357463675,0.28075537063541534,0.5557626279991476,1.0204025212026906,0.25473513969716094,0.5559883580458105,-0.1317894727614003,0.5968109089231197,0.6022527019339208,-0.10298660008001896,-0.05084037585787343,-0.6489676791331431,0.9370172180378451,-0.6319467043435391,1.2825946670900823,-0.3680653760859553,-0.6058608369259629,-0.14788597107564871,0.5285027404453687,0.7799798586945615,-0.9786005478237223,0.7993320102670809,1.022735611367902,1.0561546836437181,-0.45544362943372096,-0.8391418104146137,-0.2050795937021701,0.37707261066402215,0.6528507961448097,-0.9843273887894544,0.7862537955267347,0.7738610822039951,0.9936659101311036,-0.4677995014926006,-0.8451778692325135,-0.2063864246152443,1.124699613722763,-1.124541431256744,-0.07019399755969084,1.4434432840809233,-1.2038435528770217
Kumar Rocker,R,-1.6205359503882166,-1.5670077122166755,-1.59664309791471,-1.4535683055345572,-1.5436149139027717,-0.4509680009330335,-1.695886160268851,-1.6517164709126455,-0.7402734975195964,0.022728663253599353,-0.005376167588374362,0.23044364244353563,-1.6205359503882166,-0.6361562830620596,-1.5286771432136683,-0.8559938387225168,0.8586725496536066,0.6711242336705321,-0.6414324433792852,0.6159476184107935,1.4469241035275968,-0.02203264212201161,-0.3675217966990899,-0.16495028955290408,-0.3680653760859553,-0.6058608369259629,-0.14788597107564871,-0.01610578213121063,0.5123529360842298,0.939655116369785,0.3796197499003817,0.4280135013995086,0.6590698246236603,-0.45544362943372096,-0.8391418104146137,-0.2050795937021701,0.30729168553520003,0.6257199150861873,1.1081900502185638,0.572062076111921,0.7182168884367268,0.8174087542057183,-0.4677995014926006,-0.8451778692325135,-0.2063864246152443,0.8835893295779688,-0.8834284391482028,-0.24231634314398082,2.4304588642519525,-1.8801203302368616
Ryan Weathers,L,-0.3837584267206439,-0.19868813999110638,-0.39907733124381883,-0.46413694490693996,-0.108443266001505,-0.25747925211543093,-0.27984141963111797,0.36326611247919266,-0.575977576654976,0.4007546513759541,-0.032200999296854896,-0.9804659149023532,-0.3837584267206439,-0.1184233290462849,-0.09872175655011484,-0.29812238506784466,0.06329149642324207,-0.0629801363233578,0.6409188413202832,-0.33660665911587373,-0.6489676791331431,-1.00316588721976,1.4527603800318944,-0.7811349670428239,-0.3680653760859553,1.212632026822881,-0.14788597107564871,0.20834584746624987,0.5824048549298828,-0.9786005478237223,0.015372896939121382,0.6135544096656894,-1.1775487391941633,-0.45544362943372096,1.1378887333682186,-0.2050795937021701,0.30147660844113106,0.5985890340275649,-0.9843273887894544,0.1299483988582663,0.6387251830549149,-1.1914044199438942,-0.4677995014926006,1.2493186236098408,-0.2063864246152443,0.36262487912359403,-0.362458137625091,0.3025517988653125,-0.8933275989282026,0.4384335764279635
Mike Vasil,R,-0.09548697383572097,0.7104637905480305,0.7616402579910448,0.8027050775788875,-1.3184899495261024,-0.18008375258838988,0.7750643938641061,0.6882633033488443,-0.7767837021561786,-1.5631364576499387,-0.3630405903681115,-1.6130306090382651,-0.09548697383572097,-0.5970820978533219,2.5393518870969145,0.35761469622653985,-0.9014102596863313,-0.8422970415054997,-0.9928392042693326,1.4434791470120854,-0.19513284430503008,-1.0315588107113345,0.20854675209774565,0.4218922604374959,-0.3680653760859553,0.7702959248299192,-0.14788597107564871,0.20492780234547636,0.5535263087935116,1.1011651610362352,-1.7170206720229693,0.2644649211582004,0.8078755559061259,-0.45544362943372096,1.2229699988665212,-0.2050795937021701,0.23751076040637792,0.5931628578158407,1.0152924946577193,-1.7401100744941473,0.6413749065676418,0.9262734681596329,-0.4677995014926006,1.235945432259981,-0.2063864246152443,1.1171278006123047,-1.1169695331055522,-1.1592237254482565,1.0020375359452058,0.48025430856646256
Valente Bellozo,R,-1.4345543678818147,-0.8935618377432408,-1.682622178598774,-1.7494730115166481,-0.0677957029890502,-0.8121469987258916,-1.670543077662359,-0.5126786971980577,-1.6408585452219602,0.8586885719469375,-1.3645009741513754,-1.0346857458282883,-1.4345543678818147,0.6011929152146358,-0.4737997072039009,-0.785291876491928,-0.23576183598067335,0.3073504261984525,0.00848113590123295,-0.9319530825700406,1.966771277967072,-1.0315588107113345,0.400569601696691,-0.06388296149900181,-0.19776803962284067,0.5566069866690679,-0.14788597107564871,-0.16498063628045617,-1.945468673700398,1.1823520284086755,-1.7170206720229693,0.929397280220085,1.0631636492476026,2.680406225939478,1.3498526444121737,-0.2050795937021701,-0.014475913669922444,-1.967992314118112,0.9665212779882763,-1.7401100744941473,0.5027060427349257,0.7690244368928676,2.041782162390948,1.151036280832299,-0.2063864246152443,-1.5659065374111276,1.5660949386790655,-0.27862073973932056,-0.3520272912916223,0.6443557459370348
Brayan Bello,R,-0.7464225126081275,-0.9058063081882123,-0.22220607955088678,0.4217277686269459,-0.9582900065234314,-1.1939647963926274,0.6116015110522341,-0.12887249083770747,-0.879012275138609,-0.19486678356804857,-0.7779313207926064,-0.05872878916145248,-0.7464225126081275,-0.5259670807734192,0.49392165269769617,1.3301912637924105,-1.6096967324999454,-2.294911097861689,-1.0863587454739416,1.268447298516561,0.15555770988033013,-0.9514276710795571,0.894162762632996,-0.7811349670428239,-0.3680653760859553,1.1216005391663588,-0.14788597107564871,-0.08560603292027097,0.4377833832885307,0.49148633467234687,-0.8384102011226111,0.6727168695635874,-1.1775487391941633,-0.45544362943372096,1.10700141139111,-0.2050795937021701,0.27937931548367184,0.6200224300638771,0.45210106407010103,-0.7809156181916536,0.6816507039610938,-1.1914044199438942,-0.4677995014926006,1.3467518748731069,-0.2063864246152443,1.157688134947239,-1.1575303229827065,0.10806667956750529,0.5946558502177591,-0.6581140450448929
Randy Rodríguez,R,1.2435804202103728,1.334931783241579,1.0195775000432368,0.6177646363400806,1.1954054860133718,1.0195464900807463,0.204845035218039,0.3539804784543457,0.3550326415778732,0.022728663253599353,1.1033835430288106,0.6642022898510181,1.2435804202103728,,,,,,0.968237235536416,-0.5747452284975404,-0.6489676791331431,1.4796375336546062,-0.4147405302070273,-0.7811349670428239,-0.3680653760859553,-0.6058608369259629,-0.14788597107564871,0.72447066070305,0.9824156078485304,-0.9786005478237223,0.9357144838873813,0.8344069432112441,-1.1775487391941633,-0.45544362943372096,-0.8391418104146137,-0.2050795937021701,0.4119630732284328,0.644711531827223,-0.9843273887894544,0.5857923145359474,0.7235163354621811,-1.1914044199438942,-0.4677995014926006,-0.8451778692325135,-0.2063864246152443,-0.11396603237442053,0.11413812657248114,-1.576481690928185,2.340430379993118,-0.2189116427321636
Jose A. Ferrer,L,0.871617255197569,-0.7956060741834686,1.0932738549152916,1.7274072837729222,0.2949056285066945,1.1743374891348284,1.6874153676978134,-0.5374403879309837,-0.11960001869769696,1.7561161209853735,-0.04114260986634807,0.12200398059166499,0.871617255197569,-0.44860019406011836,0.5378489143564456,-1.3192702841854054,1.1169190301475467,0.23244692034526668,-1.2875674553384047,2.747287814376711,-0.6489676791331431,-0.5583434191850895,1.1245901821517301,-0.7811349670428239,-0.3680653760859553,-0.6058608369259629,-0.14788597107564871,-0.14143410322623934,0.47918549695730833,-0.9786005478237223,0.5909165400163401,1.1156609410504634,-1.1775487391941633,-0.45544362943372096,-0.8391418104146137,-0.2050795937021701,0.42940830451063894,0.6826947653092945,-0.9843273887894544,0.7230946987762128,0.6731715887203666,-1.1914044199438942,-0.4677995014926006,-0.8451778692325135,-0.2063864246152443,2.9959250798030084,-2.9957879134904237,-0.22285903451271225,-1.1045850598939966,1.2494216317428959
